epoch,train_loss,train_acc,video_acc,video_auc,video_eer,frame_acc,frame_auc,frame_eer
0,0.916229781900269,0.7571215139442231,0.8379585326953748,0.8925849310996072,0.18419290020168191,0.8379585326953748,0.8925849310996072,0.18419290020168191
1,0.7195325440025899,0.8622260956175298,0.8650079744816587,0.9374151741910823,0.14130046445158986,0.8650079744816587,0.9374151741910823,0.14130046445158986
2,0.6509597343990052,0.8944223107569721,0.8529505582137161,0.9441873397358049,0.13120757413361991,0.8529505582137161,0.9441873397358049,0.13120757413361991
3,0.611785939988862,0.9127116533864542,0.8875917065390749,0.9517395038942001,0.11620221507680363,0.8875917065390749,0.9517395038942001,0.11620221507680363
4,0.5942383696002315,0.9202564741035857,0.9034768740031898,0.9568029192003237,0.11073900424313876,0.9034768740031898,0.9568029192003237,0.11073900424313876
5,0.5768399695951151,0.9262450199203187,0.8870813397129187,0.955464082274783,0.11386470194226961,0.8870813397129187,0.955464082274783,0.11386470194226961
6,0.559047980458138,0.935769422310757,0.8764274322169059,0.9560676591590415,0.11297164545743109,0.8764274322169059,0.9560676591590415,0.11297164545743109
7,0.548588020036895,0.9390811752988047,0.9003508771929825,0.9585122377693498,0.10209003215404752,0.9003508771929825,0.9585122377693498,0.10209003215404752
8,0.5393952029872225,0.9422559760956175,0.9029665071770335,0.9561596987760994,0.10828309890687206,0.9029665071770335,0.9561596987760994,0.10828309890687206
9,0.5305046541994787,0.9461030876494024,0.9030940988835726,0.9613277467050594,0.1059306895319757,0.9030940988835726,0.9613277467050594,0.1059306895319757
10,0.5219814740922821,0.948269422310757,0.9062200956937799,0.960710480037005,0.10378706680977517,0.9062200956937799,0.960710480037005,0.10378706680977517
11,0.5128466042151965,0.9527390438247012,0.9091547049441786,0.9644423868888842,0.09912926992652081,0.9091547049441786,0.9644423868888842,0.09912926992652081
12,0.5098369756661564,0.9525771912350598,0.908133971291866,0.9662293772829434,0.09449803501250438,0.908133971291866,0.9662293772829434,0.09449803501250438
13,0.5032197678350357,0.9547684262948207,0.8789792663476874,0.9646323887242925,0.10083958556627366,0.8789792663476874,0.9646323887242925,0.10083958556627366
14,0.49983423765437063,0.9565612549800797,0.9015629984051037,0.9641539043582449,0.1006921187750029,0.9015629984051037,0.9641539043582449,0.1006921187750029
15,0.4964096186882946,0.9577191235059761,0.9113875598086124,0.969058526148903,0.0908684974324962,0.9113875598086124,0.969058526148903,0.0908684974324962
16,0.49219351924985527,0.9594621513944223,0.915598086124402,0.9682865838683018,0.09042196919072015,0.915598086124402,0.9682865838683018,0.09042196919072015
17,0.4924897000965369,0.9598481075697212,0.9119617224880383,0.9683812856647284,0.09153828979640384,0.9119617224880383,0.9683812856647284,0.09153828979640384
18,0.49008997466222226,0.9599352589641434,0.9117065390749601,0.9689647715698547,0.0908684974312525,0.9117065390749601,0.9689647715698547,0.0908684974312525
19,0.48989378275624307,0.9611304780876494,0.9129824561403509,0.9696140342438826,0.09030010718113615,0.9129824561403509,0.9696140342438826,0.09030010718113615
