epoch,train_loss,train_acc,video_acc,video_auc,video_eer,frame_acc,frame_auc,frame_eer
0,0.9295774701582008,0.7478585657370518,0.7920255183413079,0.8453115352092465,0.24017506252228882,0.7920255183413079,0.8453115352092465,0.24017506252228882
1,0.7553148571119841,0.8420069721115537,0.8659011164274322,0.9222841642563475,0.1520185780635906,0.8659011164274322,0.9222841642563475,0.1520185780635906
2,0.6870874475435432,0.8774775896414343,0.872280701754386,0.9373648420508042,0.13835298320828873,0.872280701754386,0.9373648420508042,0.13835298320828873
3,0.6459160959340662,0.8981200199203188,0.8392344497607656,0.9280434752436462,0.15023222579492676,0.8392344497607656,0.9280434752436462,0.15023222579492676
4,0.6245364852516775,0.9070717131474103,0.8837001594896332,0.9405992703355207,0.133065416388917,0.8837001594896332,0.9405992703355207,0.133065416388917
5,0.5877598603289441,0.9205801792828685,0.8844657097288676,0.9518917965072367,0.11766019200720196,0.8844657097288676,0.9518917965072367,0.11766019200720196
6,0.5757063156342601,0.9263072709163347,0.8868899521531101,0.9469250272858429,0.12200785995024237,0.8868899521531101,0.9469250272858429,0.12200785995024237
7,0.5687659222172551,0.9299800796812749,0.880956937799043,0.94813257988273,0.125474436257876,0.880956937799043,0.94813257988273,0.125474436257876
8,0.5651511144709302,0.9304656374501992,0.8830622009569378,0.9538294742301435,0.11676713552105325,0.8830622009569378,0.9538294742301435,0.11676713552105325
9,0.5542210520382421,0.9356324701195219,0.8746411483253589,0.9482959300123215,0.1259209645006315,0.8746411483253589,0.9482959300123215,0.1259209645006315
10,0.5429437347498548,0.9388944223107569,0.884976076555024,0.9570874333886826,0.11423722758127561,0.884976076555024,0.9570874333886826,0.11423722758127561
11,0.5387340713188468,0.9416832669322709,0.8976076555023923,0.9572160256258393,0.11048588781707729,0.8976076555023923,0.9572160256258393,0.11048588781707729
12,0.5311748698056932,0.9431150398406375,0.8874003189792663,0.959379868946593,0.10762772418720976,0.8874003189792663,0.959379868946593,0.10762772418720976
13,0.5313433075093653,0.9441982071713148,0.8771929824561403,0.9571916273003124,0.1110217934976779,0.8771929824561403,0.9571916273003124,0.1110217934976779
14,0.5291320986244308,0.9438745019920318,0.8748325358851675,0.9565551769876669,0.11111111111135266,0.8748325358851675,0.9565551769876669,0.11111111111135266
15,0.5235780489278504,0.9473979083665338,0.8863795853269537,0.9596030931852118,0.10627372181229175,0.8863795853269537,0.9596030931852118,0.10627372181229175
16,0.5232433788686159,0.9472609561752988,0.9001594896331738,0.9596926700370854,0.10805983478600445,0.9001594896331738,0.9596926700370854,0.10805983478600445
17,0.5215127132090914,0.9481947211155378,0.9025199362041467,0.9607278589832222,0.10360843158270813,0.9025199362041467,0.9607278589832222,0.10360843158270813
18,0.5193187436734538,0.9494148406374502,0.8990111642743221,0.9594982711188995,0.10637727759892757,0.8990111642743221,0.9594982711188995,0.10637727759892757
19,0.519027691367138,0.9492654382470119,0.8958213716108453,0.9591135712440279,0.10694351417626131,0.8958213716108453,0.9591135712440279,0.10694351417626131
